title,popularity,collection,genres_encoded
House of Cards,0.332318,No Collection,"[6, 17]"
The Personals,0.447366,No Collection,"[6, 3, 14, 9]"
Everest,2.096835,No Collection,"[1, 5]"
Nobody Speak: Trials of the Free Press,0.765677,No Collection,[5]
Little Fugitive,1.062743,No Collection,[6]
"Jasper, Texas",0.315825,No Collection,"[11, 6]"
Sanjay's Super Team,4.33573,No Collection,[2]
Dying Room Only,0.034545,No Collection,"[6, 17, 16]"
The Car,3.526676,No Collection,"[11, 13]"
Walking Vengeance,0.214011,No Collection,"[4, 6, 17]"
Head Over Heels,1.639481,No Collection,[3]
Werewolf In A Girls' Dormitory,0.894471,No Collection,"[11, 13]"
Down the Hudson,0.071759,No Collection,[5]
Manny,2.711057,No Collection,"[5, 6]"
The Sea Chase,0.891352,No Collection,"[0, 6, 18]"
Mods,0.038177,No Collection,"[12, 6]"
Accidents Happen,6.756741,No Collection,"[3, 6]"
Requiem for a Heavyweight,1.199649,No Collection,[6]
Moscow Heat,1.123409,No Collection,"[0, 6, 17]"
"I Am Sartana, Trade Your Guns for a Coffin",0.294246,Sartana Collection,[]
The Naked and the Dead,0.70288,No Collection,[18]
The Third Reich: The Rise & Fall,0.376485,No Collection,[5]
We Are Young. We Are Strong.,1.345495,No Collection,[6]
Tri bogatyrya i Shamakhanskaya tsaritsa,1.412333,Three Heroes Collection,"[2, 7, 3, 1]"
The Gambler Returns: The Luck Of The Draw,0.377806,Kenny Rogers Legend Of The Gambler,[19]
Kony 2012,0.5483,No Collection,[5]
Next Day Air,2.459096,No Collection,"[0, 3, 4]"
The Flower of My Secret,2.286788,No Collection,"[6, 14]"
Incident at Loch Ness,1.725759,No Collection,"[1, 3, 11]"
Thale,2.775518,No Collection,"[13, 15, 11, 8]"
Facing the Truth,1.179277,No Collection,[6]
Dangerous Liaisons,1.921426,No Collection,"[6, 14]"
Chato's Land,2.075823,No Collection,"[0, 1, 19]"
The Substitute 2: School's Out,6.643263,The Substitute Collection,"[0, 13, 17]"
Tale in the Darkness,1.180238,No Collection,[6]
Plainlands,0.000431,No Collection,"[3, 6]"
If I Were a Rich Man,1.592771,No Collection,[3]
Still Life,4.999237,No Collection,[6]
Naked Killer,2.063454,Naked Collection,"[0, 4, 14]"
Rien sur Robert,0.277333,No Collection,[6]
The Most Beautiful,1.216724,No Collection,"[6, 18]"
Young Sherlock Holmes,5.203452,No Collection,"[0, 1, 4, 6, 7, 13, 17]"
Red-Headed Woman,0.656431,No Collection,"[3, 14]"
Hickey,0.710692,No Collection,[3]
Date Night,8.443736,No Collection,[3]
Dirt! The Movie,0.126466,No Collection,[5]
"Khrustalyov, My Car!",1.164722,No Collection,[]
Der letzte schöne Herbsttag,0.121914,No Collection,[]
The Suspicious Death of a Minor,0.896633,No Collection,"[4, 17, 3]"
The Vultures,1.29863,No Collection,"[18, 0, 3, 6]"
Fantozzi Still Suffers,4.434073,Fantozzi Collection,[3]
The Double Hour,2.382068,No Collection,"[4, 6, 13, 14, 17]"
The Land Before Time XII: The Great Day of the Flyers,2.83275,The Land Before Time Collection,"[2, 7, 15]"
Opera,7.448046,No Collection,"[17, 11, 13]"
The Miser,4.662353,No Collection,[3]
Campus Man,0.000844,No Collection,[3]
Billy's Holiday,0.002444,No Collection,[]
The Battle at Elderbush Gulch,0.196528,No Collection,"[0, 19]"
A Midsummer Night's Dream,0.338376,No Collection,"[16, 3, 8, 14]"
Waiting for Guffman,8.130999,No Collection,"[12, 3]"
The War at Home,0.040128,No Collection,[]
Malibu Beach,0.084335,No Collection,[3]
Flight World War II,0.537919,No Collection,"[0, 15, 18]"
Racketeer,0.703172,No Collection,"[4, 6, 0]"
Level Up,2.344607,No Collection,[17]
The War of the Roses,5.963782,No Collection,"[3, 6, 17]"
Perry Mason: The Case of the Killer Kiss,0.391217,No Collection,"[6, 17]"
The Grandmother,0.172883,No Collection,"[17, 0, 6]"
Patriot Games,11.075674,The Jack Ryan Collection,"[6, 0, 17, 4]"
One Eight Seven,6.476493,No Collection,"[6, 17]"
The Band's Visit,9.410107,No Collection,"[3, 6]"
Little Hope Was Arson,0.201735,No Collection,[5]
2061 - Un anno eccezionale,1.050868,No Collection,[]
Bloody Murder 2: Closing Camp,1.261026,No Collection,[]
Going Hollywood,0.196363,No Collection,[14]
The New One-Armed Swordsman,0.768551,The One-Armed Swordsman Collection,"[0, 6, 10, 18]"
The Legend of Paul and Paula,1.116048,No Collection,"[6, 14]"
The Dog,1.245958,No Collection,[5]
Parisian Love,0.001396,No Collection,"[4, 6, 14]"
Words and Pictures,3.352204,No Collection,"[3, 6, 14]"
John Carter,14.670353,No Collection,"[0, 1, 15]"
Return to Snowy River,0.652283,The Man From Snowy River Collection,"[1, 6, 0, 19, 7]"
One Man's War,0.003921,No Collection,[6]
Katt Williams: Kattpacalypse,0.721129,No Collection,[3]
127 Hours,11.176797,No Collection,"[1, 6, 17]"
47 Meters Down,52.854103,No Collection,"[6, 17, 11, 1]"
Androids Dream,0.32864,No Collection,"[17, 15]"
Maheshinte Prathikaaram,0.656226,No Collection,"[3, 6]"
The Road Within,10.968889,No Collection,"[3, 6]"
The Gendarme in New York,4.363057,Le Gendarme de St. Tropez Collection,[3]
Zombies of the Stratosphere,0.100693,No Collection,[15]
The River,6.303384,No Collection,[6]
The Burning Court,0.252374,No Collection,"[11, 6, 13]"
Christmas at Cartwright's,7.295144,No Collection,"[14, 7]"
The World's Greatest Athlete,0.527295,No Collection,"[3, 7]"
Nice People,0.255966,No Collection,[5]
Fermat's Room,3.950545,No Collection,"[13, 17]"
The Burglar,0.252556,No Collection,"[4, 6]"
Titanic Town,0.002534,No Collection,[6]
"Falco: Damn It, We're Still Alive!",0.518516,No Collection,"[6, 12]"
Wild Side,0.516347,No Collection,[6]
The Purse Snatcher,0.007424,No Collection,"[6, 7]"
Buried Alive,0.167618,No Collection,"[4, 6, 14]"
Parasite Eve,0.888421,No Collection,"[14, 11, 15, 17, 6]"
One Body Too Many,0.521866,No Collection,"[3, 13, 17]"
Violets Are Blue,0.896878,No Collection,[]
Tokyo Park,0.478645,No Collection,[6]
Sēņotāji,0.014823,No Collection,[]
Shrooms,9.128571,No Collection,[11]
Black Gold,6.475665,No Collection,"[1, 6]"
Une femme d'extérieur,0.036477,No Collection,[6]
Crime Wave,0.519774,No Collection,"[1, 3]"
Poongsan,0.315971,No Collection,"[9, 0, 6, 14]"
Prime Suspect 6: The Last Witness,1.573895,No Collection,"[4, 6, 17, 16]"
Thrashin',7.723056,No Collection,"[0, 6]"
Eddie and the Cruisers II: Eddie Lives!,1.591236,Eddie and the Cruisers Collection,"[6, 17, 12]"
The Baron of Arizona,0.869231,No Collection,"[10, 19, 6, 14]"
"Faster, Pussycat! Kill! Kill!",4.220541,No Collection,"[0, 4]"
An Injury to One,0.04201,No Collection,[5]
Hollidaysburg,0.966348,No Collection,[3]
When the Heavens Fell,0.036243,No Collection,[6]
The Clockmaker of St. Paul,0.750675,No Collection,"[17, 6, 4]"
The Candy Tangerine Man,0.009192,No Collection,"[0, 6]"
All Over Me,4.06745,No Collection,"[6, 14]"
Comedy Central Roast of Rob Lowe,0.561999,No Collection,[3]
Saai sau kwong lung,0.004641,No Collection,"[0, 3]"
A Long Hot Summer,0.261709,No Collection,"[12, 3]"
Beach Pillows,0.076481,No Collection,[6]
We Are Legion: The Story of the Hacktivists,4.13986,No Collection,[5]
The Split,0.812417,No Collection,"[0, 4]"
High Society,0.065699,The Bowery Boys,[3]
How to Meet Girls from a Distance,0.151112,No Collection,[]
A Woman's Decision,0.122485,No Collection,[6]
Hornet's Nest,0.188856,No Collection,"[18, 0, 6]"
The Benefactor,9.013856,No Collection,[6]
Buffalo Running,0.229221,No Collection,[5]
Everyday People,0.954568,No Collection,[6]
Blood on the Land,0.085196,No Collection,"[6, 1]"
Mood of the Day,0.935648,No Collection,"[14, 3]"
The Day the Earth Stood Still,9.265322,No Collection,"[6, 15, 17]"
Fracchia Against Dracula,2.146347,No Collection,"[3, 11]"
Android Cop,2.459052,No Collection,"[0, 15]"
Chocolate City,1.32701,No Collection,[6]
The Haunted Palace,10.576153,No Collection,[11]
Fandango,11.350645,No Collection,"[3, 6]"
Cool World,11.781895,No Collection,"[2, 3, 8]"
Closed Circuit,0.329186,No Collection,[]
The Adventures of Robin Hood,10.685036,No Collection,"[0, 1, 14]"
Three Kings,12.287636,No Collection,"[0, 1, 3]"
Ponyo,8.470945,No Collection,"[2, 7]"
The Naked Jungle,1.914277,No Collection,"[0, 1, 6, 14]"
Sarkar,2.004745,Sarkar Collection,"[4, 0, 6]"
Overheard,6.596168,Overheard Collection,"[6, 17]"
Dead On,0.203801,No Collection,[]
Wolf! Wolf!,0.076969,No Collection,[2]
Faustina,0.016703,No Collection,[3]
Dil Chahta Hai,4.558793,No Collection,"[6, 14]"
Saheb Biwi Aur Gangster Returns,1.021034,Saheb Biwi Aur Gangster Collection,"[17, 6, 0, 4]"
Kira's Reason: A Love Story,0.918722,No Collection,"[6, 14]"
The Fighting 69th,1.128251,No Collection,"[0, 6, 18]"
Columbus Circle,4.456647,No Collection,"[4, 6, 13, 17]"
Uncovered,1.596275,No Collection,[17]
Eugenie,1.192835,No Collection,"[6, 11]"
Gia,9.632616,No Collection,"[6, 14]"
I Stand Alone,6.138782,No Collection,"[6, 17]"
Hälsoresan,1.84439,Sällskapsresorna,[3]
Carrie,9.277692,Carrie Collection,"[11, 17]"
Call Me Madam,0.078792,No Collection,"[6, 3, 12, 14, 7]"
The Adventures of Sebastian Cole,0.371975,No Collection,"[6, 3]"
Goodbye Gemini,0.000308,No Collection,"[6, 9]"
Lethal Weapon 4,14.470551,Lethal Weapon Collection,"[0, 1, 3, 4, 17]"
The Gift of Love,0.05385,No Collection,"[14, 6]"
Panfilov's 28 Men,7.299014,No Collection,"[10, 0, 6, 18]"
Gladiator 1992,2.660772,No Collection,"[0, 6]"
Two Rabbits,2.315249,No Collection,"[0, 4, 6]"
The Bourne Ultimatum,18.173269,The Bourne Collection,"[0, 6, 13, 17]"
Christmas in Boston,3.221714,No Collection,"[3, 6, 14]"
Tarzan in Manhattan,0.33017,No Collection,"[16, 0, 1]"
Murder She Said,7.261845,No Collection,"[6, 4, 13, 3]"
Naked Violence,1.077964,No Collection,"[4, 6]"
Mr. Nice Guy,6.183021,No Collection,"[4, 0, 3]"
"Black Cat, White Cat",6.261475,No Collection,"[3, 14]"
Swastika,0.288698,No Collection,"[5, 18]"
M,2.006075,No Collection,"[6, 17]"
Joker Game,0.987496,No Collection,"[0, 17]"
Statues Also Die,0.362516,No Collection,[5]
Bullet Ballet,1.081032,No Collection,"[6, 9, 17]"
The Soldier,0.829343,No Collection,[0]
Wrinkles,1.525646,No Collection,"[2, 6, 3]"
"Zorro, The Gay Blade",2.852149,No Collection,"[19, 0, 3, 1, 14]"
Manson Family Vacation,1.608143,No Collection,"[13, 3, 6]"
Mohawk,1.817021,No Collection,"[0, 19]"
Vamp,4.119963,No Collection,"[3, 11]"
Love Wrecked,6.608369,No Collection,"[7, 14]"
The Congress,8.534039,No Collection,"[6, 15, 2]"
The Wrong Man,1.972377,No Collection,"[14, 17]"
Nightjohn,1.168698,No Collection,[6]
No Tears for the Dead,6.737604,No Collection,"[0, 17]"
Bed & Breakfast,0.388392,No Collection,"[3, 14]"
Rush Hour,11.840557,Rush Hour Collection,"[0, 3, 4, 17]"
Seasick,0.016713,No Collection,"[17, 6]"
Danger!! Death Ray,0.341901,No Collection,"[6, 14, 15]"
The Green Inferno,9.336019,No Collection,"[0, 1, 11, 17]"
A Dangerous Place,0.604166,No Collection,"[0, 17]"
Marilyn in Manhattan,0.384717,No Collection,[]
One Girl's Confession,0.41406,No Collection,[6]
"Chill Out, Scooby-Doo!",8.785888,No Collection,"[0, 1, 2, 7, 13]"
Cheeky Girls,1.231199,Freche Mädchen Filmreihe,"[3, 6]"
We're Back! A Dinosaur's Story,13.58903,No Collection,"[2, 15, 7]"
Mostly Ghostly: Have You Met My Ghoulfriend?,5.308946,Mostly Ghostly Collection,"[7, 8, 11]"
The Flyboys,1.668128,No Collection,"[0, 1]"
Shanghai Surprise,1.408849,No Collection,[1]
The Boxer,0.571738,No Collection,"[6, 9]"
Rabbit,0.551855,No Collection,[2]
Puppet Master: The Legacy,1.169339,Puppet Master Collection,"[11, 8, 15]"
Burnt by the Sun,2.486073,Burnt by the Sun Trilogy,[6]
In His Hands,0.258096,No Collection,[6]
Snitch,13.542675,No Collection,"[17, 6]"
Mr. Holland's Opus,7.137117,No Collection,"[12, 6, 7]"
Blade Runner,96.272374,Blade Runner Collection,"[15, 6, 17]"
Akron,1.325024,No Collection,"[14, 6]"
Welcome to Blood City,0.298078,No Collection,"[15, 19]"
Dior and I,5.979181,No Collection,[5]
Nurse 3-D,5.192042,No Collection,"[11, 17]"
Colin Quinn: Long Story Short,0.111362,No Collection,"[3, 16]"
Malta Story,0.635763,No Collection,"[6, 18, 10]"
One in the Chamber,8.04066,No Collection,"[0, 17]"
The Dark Diamond,0.045085,No Collection,[]
The Unexpected Love,2.270692,No Collection,"[3, 6]"
Swimfan,8.421411,No Collection,"[6, 17]"
The Profit,0.597295,No Collection,[6]
I Will Buy You,0.346396,No Collection,[6]
Crackerjack,0.111834,No Collection,[3]
Froning: The Fittest Man In History,0.647998,No Collection,[5]
Le Jaguar,2.62384,No Collection,[1]
Fortress,1.362616,No Collection,"[0, 18]"
Fantomas,5.870813,Fantomas Collection,"[3, 4, 1, 8]"
Life on the Line,7.907173,No Collection,"[0, 6]"
Suntan,2.59425,No Collection,"[3, 6]"
17 Again,11.362762,No Collection,[3]
Going South,0.854655,No Collection,[6]
Fat People,1.102802,No Collection,"[6, 3]"
Car Bpnus,0.001177,No Collection,[5]
Eager,0.12,No Collection,[]
Jealousy,0.118581,No Collection,"[14, 6]"
The Lonedale Operator,0.256769,No Collection,[]
A Small Town in Texas,0.940985,No Collection,[0]
"Accidental Courtesy: Daryl Davis, Race & America",0.294823,No Collection,[5]
Stalingrad,7.667284,No Collection,"[6, 10, 18]"
Mrs Palfrey at The Claremont,2.6982,No Collection,"[3, 6]"
Wimbledon,14.224013,No Collection,"[3, 14]"
Flowers of Shanghai,1.409888,No Collection,[6]
The Priest's Wife,0.944337,No Collection,"[6, 3]"
The Little House,1.212353,No Collection,"[6, 7, 10]"
Elizabeth: The Golden Age,7.608243,Elizabeth Collection,"[6, 10, 14]"
The Resident,5.47578,No Collection,"[17, 13]"
New Waterford Girl,0.638452,No Collection,"[3, 6]"
Final Sale,0.425814,No Collection,"[17, 4, 6]"
Humanité,1.087756,No Collection,[6]
A Study in Choreography for Camera,0.346655,No Collection,[]
Shadowboxer,3.146891,No Collection,"[0, 4, 6, 17]"
Metalstorm: The Destruction of Jared-Syn,1.996342,No Collection,"[8, 15]"
Bright Night,0.725889,No Collection,"[6, 13]"
"Yongary, Monster from the Deep",2.31428,No Collection,"[11, 15, 9]"
Heavy Metal 2000,3.511503,Heavy Metal Collection,"[0, 1, 2, 8, 15]"
Mechanic: Resurrection,14.288577,Mechanic Collection,"[0, 4, 17]"
Beauty and the Beast,287.253654,No Collection,"[7, 8, 14]"
Miss Julie,0.266035,No Collection,[6]
I for India,0.039662,No Collection,[5]
The Last Movie,0.14217,No Collection,[6]
Frankenstein,10.168119,No Collection,"[11, 17]"
Je préfère qu'on reste amis,0.900575,No Collection,[3]
The Girl from Nagasaki,1.011966,No Collection,[]
Burnt,8.066726,No Collection,[6]
Luton,0.23574,No Collection,[6]
Curfew,1.470692,No Collection,[6]
Grave Halloween,8.872865,No Collection,"[16, 11]"
711 Ocean Drive,1.063786,No Collection,"[6, 4]"
"One-Two, Soldiers Were Going...",0.056391,No Collection,"[6, 18]"
1920,1.183047,1920 Collection,[11]
Shackleton's Antarctic Adventure,0.507237,No Collection,[5]
Gay Purr-ee,1.976192,No Collection,"[2, 6, 12, 14, 7]"
Un fantastico via vai,2.791857,No Collection,[3]
Twenty Years Later,0.004218,No Collection,[5]
The Best Movie 3-DE,0.877477,Самый лучший фильм - Коллекция,[3]
Vabank,0.726743,Vabank (Collection),"[4, 3]"
Our Paradise,1.073478,No Collection,[6]
Automatic,0.330638,No Collection,"[0, 15, 11, 17]"
Gamera vs. Zigra,0.598895,Gamera Films,"[1, 15, 0]"
Mr. Freedom,1.568747,No Collection,"[6, 3, 9]"
Perfect Body,0.193592,No Collection,"[16, 6]"
Castle Keep,1.810531,No Collection,"[0, 3, 6, 14, 18]"
Darna Zaroori Hai,0.16023,No Collection,"[17, 9]"
High Strung,6.625607,StreetDance Collection,"[6, 12, 14]"
Dracula,16.777675,No Collection,"[14, 11]"
Exodus,7.819581,No Collection,"[0, 6, 10, 18]"
13 Assassins,9.534232,No Collection,"[1, 6, 0]"
Foxy Brown,8.094683,No Collection,"[17, 0, 4]"
God's Angry Man,0.000844,No Collection,[5]
Ae Dil Hai Mushkil,3.337385,No Collection,"[6, 14]"
White Hell of Pitz Palu,0.239934,No Collection,[6]
Silmido,1.746498,No Collection,"[0, 6, 10]"
Hot Young Bloods,6.121599,No Collection,"[14, 6, 3]"
Clint Eastwood: Out of the Shadows,1.036699,No Collection,[5]
College Road Trip,6.640014,No Collection,"[3, 7]"
Broken English,0.369118,No Collection,"[14, 6]"
Destroyer,0.233781,No Collection,"[11, 17]"
Successful Alcoholics,0.261062,No Collection,[3]
Night of the Demons,3.537361,Night of the Demons Collection,[11]
The Departure,0.4796,No Collection,"[3, 6, 14]"
Outrageous Fortune,2.362974,No Collection,"[0, 3, 13]"
Split Image,0.185169,No Collection,[6]
"The Bread, My Sweet",0.958152,No Collection,"[6, 14]"
The Librarian: Return to King Solomon's Mines,12.49401,The Librarian Collection,"[8, 0, 1]"
The Immortal Life of Henrietta Lacks,3.017803,No Collection,[6]
The Throwaways,2.877374,No Collection,"[0, 17, 8]"
The Bronze,5.353826,No Collection,"[6, 3]"
The Peanuts Movie,12.338346,No Collection,[2]
Voracious,0.079287,No Collection,"[3, 6]"
L'allenatore nel pallone 2,1.773828,L'allenatore nel pallone - Collezione,[3]
Goodbye World,8.6054,No Collection,"[6, 3]"
Olé !,1.12553,No Collection,[3]
Chori Chori Chupke Chupke,0.628061,No Collection,"[14, 6, 9]"
Ayanda,0.183751,No Collection,"[6, 14]"
"Inara, the Jungle Girl",1.595531,No Collection,[1]
Ava's Possessions,2.769526,No Collection,"[13, 17, 11, 15]"
Made in Hong Kong,2.396191,The 1997 Trilogy,"[4, 6, 14]"
Ten Years,1.042834,No Collection,[6]
"Danny, The Champion of the World",0.583021,No Collection,[6]
Role Models,7.646215,No Collection,[3]
The Conman,0.557097,No Collection,"[0, 3]"
Dark Victory,7.607677,No Collection,"[6, 14]"
XXY,3.420817,No Collection,[6]
The Big Empty,2.441745,No Collection,"[3, 6, 13, 15]"
Pelican Dreams,0.274778,No Collection,[5]
The Scorpion King,9.488117,The Scorpion King Collection,"[0, 8, 1]"
Paranormal Activity: The Ghost Dimension,9.185701,Paranormal Activity Collection,"[11, 17]"
The Group,1.052642,No Collection,[6]
A Self-Made Hero,0.585679,No Collection,"[6, 18]"
Chicken and Duck Talk,0.072873,No Collection,[3]
Crawl or Die,1.584846,No Collection,"[17, 15, 11]"
Crab Trap,0.21794,No Collection,[6]
Daddy Nostalgia,1.419683,No Collection,[6]
The Third Jihad,0.107065,No Collection,[5]
We Were Strangers,0.736384,No Collection,"[0, 6, 14]"
The Big Broadcast of 1936,0.175738,No Collection,[12]
Love Forecast,1.473808,No Collection,"[3, 14]"
The Human Duplicators,0.134851,No Collection,[15]
The Harder They Fall,7.300676,No Collection,[6]
Used Parts,0.276641,No Collection,[]
The Rules of Attraction,6.781935,No Collection,"[3, 6, 14]"
Where the Lilies Bloom,0.015817,No Collection,[6]
Identicals,1.090345,No Collection,[15]
Big Man Japan,1.411851,No Collection,"[0, 2, 3, 9]"
The Phantom of the Opera,0.441872,No Collection,"[6, 11, 12, 14, 16]"
The Back-Up Plan,6.629999,No Collection,"[3, 14]"
The Lazarus Project,11.387338,No Collection,"[6, 17]"
The Steam Experiment,1.779516,No Collection,"[4, 6, 17]"
The Theory of Everything,0.289068,No Collection,[6]
A Good Man in Africa,5.22583,No Collection,"[3, 6]"
Dumb and Dumber To,15.402597,Dumb and Dumber Collection,[3]
The Lady and the Reaper,1.778469,No Collection,"[2, 3]"
To Stay Alive - A Method,0.626156,No Collection,"[12, 5]"
Beauty and the Beast,23.433511,Beauty and the Beast Collection,"[14, 7, 2, 8, 12]"
The Farthest,1.196529,No Collection,[5]
Mr. Blue Sky: The Story of Jeff Lynne & ELO,0.391014,No Collection,"[12, 5]"
Night of the Demons,6.942907,Night of the Demons Collection,[11]
"Ella Lola, a la Trilby",0.055116,No Collection,[]
Saved by the Bell: Hawaiian Style,0.884908,No Collection,[3]
Love Me If You Dare,6.138669,No Collection,"[6, 3, 14]"
The Gravedancers,3.137916,No Collection,"[11, 17]"
Little Monsters,0.36305,No Collection,[7]
"Manson, My Name Is Evil",0.838298,No Collection,"[3, 4, 6]"
Chris Hardwick: Funcomfortable,0.440991,No Collection,[3]
My Zinc Bed,0.411501,No Collection,"[16, 6]"
Presenting Lily Mars,0.346945,No Collection,"[12, 14]"
"4 Months, 3 Weeks and 2 Days",9.990406,No Collection,[6]
Vincent & Theo,0.919064,No Collection,[6]
Hammer,0.711675,No Collection,"[0, 6]"
Le Million,0.774436,No Collection,"[3, 12]"
American Hostage,0.11167,No Collection,"[17, 4, 6]"
Zaza,1.12062,No Collection,[6]
Secret Summer,0.230124,No Collection,"[16, 14, 7]"
80 Million,0.637913,No Collection,"[0, 6, 10]"
Love Before Breakfast,0.944682,No Collection,[3]
Running Hot,0.11065,No Collection,"[4, 6]"
Accused,4.091216,No Collection,"[17, 6]"
Signer's Suitcase,0.001177,No Collection,[5]
Alchemy,0.752678,No Collection,"[3, 14]"
The Last Mountain,0.07821,No Collection,[5]
Paul Mooney: Analyzing White America,0.079491,No Collection,[3]
Fados,0.153843,No Collection,"[3, 9]"
Eddie Izzard: Unrepeatable,0.438574,No Collection,[3]
Trust Me,1.342536,No Collection,"[6, 3]"
The Return of the Living Dead,6.258984,Return of the Living Dead Collection,"[3, 11]"
The Raven,0.68574,No Collection,"[11, 17]"
Ravenous,5.486645,No Collection,"[3, 11, 17, 19]"
Matti: Hell Is for Heroes,1.925747,No Collection,"[3, 6, 5]"
The Devil At Your Heels,1e-06,No Collection,[5]
Dinoshark,1.681603,No Collection,"[11, 15]"
The Dirty Dozen,15.640007,The Dirty Dozen Collection,"[0, 1, 18]"
"Have a Good Funeral, My Friend... Sartana Will Pay",0.470792,Sartana Collection,[19]
If You Love,0.368731,No Collection,"[6, 3]"
Youth in Oregon,2.640601,No Collection,"[3, 6]"
My Girl,0.709985,No Collection,"[7, 3, 14]"
Scary Movie 2,10.869056,Scary Movie Collection,[3]
Out of the Blue,1.020201,No Collection,[6]
Deep Cover,3.573392,No Collection,"[0, 17, 4]"
The Agony and the Ecstasy,2.122253,No Collection,[6]
Dabbe,0.553881,No Collection,"[11, 17]"
Room Service,1.782967,No Collection,[3]
The Lightkeepers,0.296989,No Collection,"[3, 6, 14]"
Going All the Way,5.655387,No Collection,[6]
Comedy of the Strict Regime,0.00022,No Collection,[3]
The Undefeated,10.975431,No Collection,[19]
Phoenix,1.643899,No Collection,"[6, 17, 4, 14]"
Guncrazy,4.797893,No Collection,"[6, 14, 17, 4]"
The Quiet Love,0.154847,No Collection,"[6, 14]"
Samoure,0.074153,No Collection,[6]
Train to Busan,22.685169,No Collection,"[0, 11, 17]"
Crimewave,3.718284,No Collection,"[17, 3, 4]"
Pandora's Promise,0.720583,No Collection,[5]
The City of Violence,8.907871,No Collection,"[0, 17]"
The Silence of the Hams,1.638374,No Collection,"[17, 3]"
My Little Business,0.264677,No Collection,[3]
Impulse,1.2747,No Collection,"[13, 17]"
Goat,2.523707,No Collection,[6]
The Legend of the Red Lantern,0.009192,No Collection,[]
El analfabeto,0.25397,No Collection,[3]
The Kidnapping of Michel Houellebecq,0.701958,No Collection,"[3, 6]"
Standing Up,2.871891,No Collection,[6]
Tomorrow's Another Day,0.241178,No Collection,[3]
Hustle & Flow,7.422267,No Collection,[6]
"20,000 Leagues Under the Sea",1.240829,No Collection,"[1, 0, 15]"
"Everything, Everything",12.108048,No Collection,"[6, 14]"
Casshern,4.664474,No Collection,"[6, 11, 15]"
La La Land,19.681686,No Collection,"[3, 6, 12, 14]"
Through a Glass Darkly,4.955553,Silence of God Trilogy by Ingmar Bergman,[6]
Java Heat,4.601191,No Collection,"[0, 4, 6, 17]"
30 Days of Night: Dark Days,7.320221,30 Days of Night Collection,"[11, 17]"
Grass Labyrinth,0.079542,No Collection,"[6, 14, 8]"
Spring,0.583519,Oskar Luts Collection,"[6, 3]"
Great Freedom No. 7,0.249081,No Collection,[6]
"Fear, Inc.",4.086359,No Collection,"[11, 3]"
Bonsai,0.326654,No Collection,"[6, 9]"
Alice Doesn't Live Here Anymore,4.195988,No Collection,"[6, 14]"
New Year's Evil,0.518379,No Collection,"[17, 11]"
Hotel St. Pauli,0.60281,No Collection,[6]
The Valley of Decision,0.230534,No Collection,[6]
Captains Courageous,2.883201,No Collection,"[1, 6, 7]"
"Master, Mistress, Servant",0.101058,No Collection,[6]
My Summer Prince,0.774052,No Collection,[]
Miss Potter,8.599342,No Collection,"[6, 7, 14]"
Sur,0.04845,No Collection,[6]
Hush,7.205636,No Collection,"[11, 17]"
Two Hands,9.289588,No Collection,"[3, 4, 17]"
The New Guy,9.255418,No Collection,"[3, 7]"
I Can't Think Straight,2.830411,No Collection,"[6, 14]"
Aaron's Blood,0.410122,No Collection,"[6, 11, 13, 17]"
Portrait of Jennie,2.2315,No Collection,"[6, 8, 14]"
A Black Veil for Lisa,0.452131,No Collection,[17]
Missing in America,1.337769,No Collection,[6]
Shinsengumi: Assassins of Honor,1.157489,No Collection,"[0, 6, 9, 10]"
Foxy and the Weight of the World,0.00377,No Collection,[]
Cop Out,14.313079,No Collection,"[0, 3, 4]"
Tall Tale,1.283015,No Collection,[1]
A Curtain Raiser,1.172728,No Collection,"[6, 0]"
Guerrilla: The Taking of Patty Hearst,0.198801,No Collection,[5]
Scooby-Doo! Abracadabra-Doo,6.945449,No Collection,"[2, 3, 7, 13]"
Stranger in My House,0.764271,No Collection,[17]
Echoes from the Dead,1.16425,No Collection,"[6, 13]"
Eve of Destruction,2.277758,No Collection,"[0, 15]"
Rocker,0.126661,No Collection,"[6, 4]"
A Wedding Suit,0.107106,No Collection,[6]
Les Cowboys,2.985745,No Collection,[6]
Lightheaded,0.07998,No Collection,[]
Snowboard Academy,0.149382,No Collection,[3]
Hairspray,7.768045,No Collection,"[7, 3, 12, 14]"
Pudhupettai,0.056489,No Collection,[]
Aventure Malgache,0.593997,No Collection,[18]
American Sniper,19.228561,No Collection,"[18, 0]"
Detective Byomkesh Bakshy!,1.478116,No Collection,"[0, 6, 17]"
Liar Liar,10.102471,No Collection,[3]
Tintin and the Lake of Sharks,2.105854,No Collection,"[1, 13, 7, 2]"
Laughter of Others,0.080594,No Collection,[5]
Gun The Man Down,0.353156,No Collection,"[19, 0]"
The Invicible Cell,0.749969,No Collection,"[4, 5, 0]"
Always,0.358193,No Collection,[]
Fly Me to the Moon,4.729184,No Collection,"[1, 8, 2, 0, 15, 7]"
The Black Scorpion,0.748812,No Collection,"[11, 15]"
Every Second Counts,0.04,No Collection,"[6, 5, 7]"
"Hey, Boo: Harper Lee & To Kill a Mockingbird",0.007294,No Collection,[5]
The Plainsman,1.159273,No Collection,"[19, 18, 10, 14]"
Rachel Getting Married,13.44059,No Collection,[6]
Swing!,0.001346,No Collection,[6]
iMurders,4.309659,No Collection,"[6, 11, 13, 17]"
