title,popularity,collection,genres_encoded
Get Yourself a College Girl,0.003038,,"[3, 12]"
Ghost Son,0.783219,,"[6, 11, 13, 17]"
Ghost Team One,6.136155,,"[3, 11]"
The Invisible Boy,4.349915,,"[3, 1, 15, 8]"
The 11 Commandments,4.774788,,"[6, 3]"
Chappie,30.206365,,"[4, 0, 15]"
Partysaurus Rex,6.066171,,"[2, 3, 7, 8]"
The Legend of Mor'du,3.785848,,"[2, 7]"
Toy Story That Time Forgot,8.609555,,"[2, 7]"
Implanted,0.477036,,"[6, 13, 15]"
The Salt of the Earth,5.154091,,[5]
"No Retreat, No Surrender 2: Raging Thunder",0.699608,"No Retreat, No Surrender Collection","[0, 1]"
Vincent: A Life in Color,0.004988,,[5]
Lille Fridolf Och Jag,0.113747,,[3]
The Call of the Wild,1.023079,,"[0, 1, 6, 7]"
Hotel Sahara,0.532447,,[]
Double Confession,0.200896,,"[17, 4]"
Three Men in a Boat,0.276287,,[3]
Across the Bridge,0.438243,,"[6, 17, 4]"
The Hellions,0.661806,,"[1, 6, 19]"
The Biggest Bundle of Them All,0.526755,,"[3, 4]"
A Master Builder,0.862858,,[6]
The Snow White Murder Case,2.940222,,"[6, 13, 17]"
Gimme Shelter,5.636855,,[6]
Girl Happy,0.824304,,"[3, 12, 14]"
Big Shot: Confessions of a Campus Bookie,0.11926,,[6]
Girls Gone Dead,2.181036,,"[11, 3]"
Go for It!,1.029916,,"[6, 7]"
Going Hollywood,0.196363,,[14]
Gold Diggers in Paris,0.715602,,"[3, 12, 14]"
Harvest,0.966593,,[6]
Zenobia,0.397468,,[3]
Zebra in the Kitchen,0.132194,,"[3, 7]"
Jim Breuer: And Laughter for All,0.219048,,[]
How to Eat Your Watermelon in White Company (and Enjoy It),0.050135,,[]
In Vogue: The Editor's Eye,1.096709,,[5]
Savannah,1.663204,,"[14, 10, 6, 7]"
3 Simoa,0.018845,,[3]
The Fool,2.382734,,[6]
The Disappeared,0.379198,,[5]
The Dark Matter of Love,0.815851,,[5]
Out Of The Clear Blue Sky,0.298574,,[5]
The Call of the Wild,0.160044,,"[6, 0, 7]"
Taken 3,18.081483,Taken Collection,"[17, 0]"
Blackhat,14.932368,,"[4, 6, 13]"
Tiger Eyes,1.731435,,[6]
Santa Fe,0.884982,,[19]
Memed My Hawk,0.008673,,[6]
Let Freedom Ring,0.809578,,"[6, 12, 14]"
Home of the Brave,0.660996,,[5]
City Cops,0.085889,,[0]
Miami Exposé,0.121358,,"[4, 6]"
Beck 27 - Rum 302,0.566619,Beck Collection,"[17, 4, 13]"
Odd Girl Out,1.400182,,"[6, 7]"
By the Law,0.375273,,[6]
Queen Sized,1.089673,,"[6, 7]"
Tru Confessions,0.573647,,"[7, 6]"
All The Fine Young Cannibals,0.315493,,"[14, 6, 12]"
Headfirst,0.071156,,"[6, 3]"
"Eila, Rampe ja Likka",0.239708,,[3]
Lady Liberty,0.668865,,[3]
Night Train,2.230891,,"[13, 17]"
Jump,0.364454,,[6]
Korso,0.190927,,[6]
Nocturna,1.7564,,[2]
Son of a Gun,12.756464,,"[0, 4, 6, 17]"
The Land,0.021544,,[]
Grass: A Nation's Battle for Life,0.19921,,[5]
War-Gods of the Deep,1.363235,,"[1, 8]"
That Naughty Girl,0.331038,,"[3, 14]"
The Vixen,0.31337,,"[6, 3, 14]"
The Big Shave,2.116885,,[6]
What's a Nice Girl Like You Doing in a Place Like This?,0.612494,,"[3, 6]"
Terminator Genisys,30.188198,The Terminator Collection,"[15, 0, 17, 1]"
Bad Day on the Block,1.122814,,"[6, 17]"
Those Awful Hats,0.680925,,[3]
Robin Williams: Weapons of Self Destruction,2.174557,,[3]
John Mulaney: New In Town,1.53828,,[3]
Come Dance with Me!,0.693065,,"[6, 4, 13]"
Patton Oswalt: Finest Hour,0.129504,,[3]
Patton Oswalt: My Weakness Is Strong,0.905823,,[3]
Patton Oswalt: Werewolves and Lollipops,0.262641,,[3]
Kevin Nealon: Now Hear Me Out!,0.158757,,[3]
"Kevin Nealon: Whelmed, But Not Overly",0.578612,,[3]
The War at Home,0.040128,,[]
One Bright Shining Moment,0.037986,,[5]
The Woman in Black 2: Angel of Death,6.942139,The Woman in Black Collection,"[17, 11, 6]"
Sherlock Holmes: The Hound of the Baskervilles,1.831212,,"[6, 3, 17, 13]"
Scattered Clouds,0.725312,,"[14, 6]"
Dealin' with Idiots,1.369498,,[3]
Super Capers,1.221836,,"[1, 0, 3, 15, 7]"
Fight for Your Right Revisited,5.184915,,"[12, 3]"
Busting,0.795192,,"[6, 0, 4]"
Comes a Bright Day,4.947552,,"[14, 17]"
Frankenstein,1.215853,,"[6, 11, 15, 13]"
"North and South, Book II",1.080461,,[]
Penthouse North,6.377068,,"[17, 6]"
Johan Falk: GSI - Gruppen för särskilda insatser,1.650679,Johan Falk GSI Collection,"[0, 17]"
Johan Falk: Vapenbröder,1.286971,Johan Falk GSI Collection,"[0, 17]"
Cheeky Girls,1.231199,Freche Mädchen Filmreihe,"[3, 6]"
Fresh Guacamole,4.406065,,[2]
Adam and Dog,1.30961,,"[6, 2]"
Bloodsuckers,0.722339,,"[11, 15]"
Poolside,0.088651,,"[4, 6]"
Stuntwoman,1.43083,,"[0, 3]"
Doodlebug,3.729927,,"[8, 13]"
Jean-Luc Cinema Godard,0.004841,,[5]
Tropico,1.759584,,"[8, 12]"
Workers Leaving the Lumière Factory,0.693917,,[5]
A Night at the Movies: The Horrors of Stephen King,0.679242,,"[5, 16]"
A Night at the Movies: The Suspenseful World of Thrillers,0.042765,,[5]
"Bianco, rosso e Verdone",4.178734,,[3]
Borotalco,0.015022,,[3]
Soap and Water,2.058947,,[3]
I due carabinieri,0.169231,I due carabinieri Collecion,[3]
Great!,1.682762,,[3]
My Sister and I,0.130579,,[3]
Compagni di scuola,1.914778,,"[3, 6]"
The Child and the Policeman,0.568246,,[]
Maledetto il giorno che t'ho incontrato,1.100118,,[]
Perdiamoci di vista!,0.414483,,[]
Viaggi di nozze,4.32364,,[]
Iris Blond,1.066085,,[]
Gallo cedrone,1.735198,,[3]
A Chinese in a Coma,1.234936,,[3]
Love Is Eternal While It Lasts,2.031126,,[3]
Ma che colpa abbiamo noi,0.465185,,[]
My best enemy,3.592797,,[3]
"Grande, grosso e Verdone",4.309426,,[7]
"Me, Them And Lara",2.303734,,"[3, 6]"
Posti in piedi in paradiso,3.117252,,"[3, 6]"
Man on High Heels,1.063154,,[0]
Miss Zombie,2.619554,,"[11, 6]"
Sotto una buona stella,3.469853,,[3]
Shinbone Alley,3.8e-05,,"[2, 12]"
Lullaby,1.679045,,[6]
Over Your Dead Body,0.459802,,[11]
A Walk in the Old City of Warsaw,0.053252,,[]
Korengal,1.03755,Korengal Valley Documentaries,[5]
The Hire: Powder Keg,1.30639,The Hire,[0]
The Hire: Chosen,1.686588,The Hire,[0]
The Hire: Ambush,0.910518,The Hire,[0]
The Hire: Ticker,1.194806,The Hire,"[0, 1]"
The Hire: Beat the Devil,0.872822,The Hire,"[3, 6, 14]"
The Hire: Hostage,1.043612,The Hire,"[0, 1]"
"Pancho, el perro millonario",0.661399,,[3]
The Reef 2: High Tide,1.675072,The Reef Collection,"[2, 7]"
Filly Brown,0.445222,,[6]
The Winter of Discontent,0.542998,,"[6, 9]"
The Nautical Chart,0.33911,,[]
Space Buddies,8.167788,Disney Buddies Collection,"[3, 1, 6, 7]"
All Relative,0.760099,,"[14, 3, 6]"
Imagine I'm Beautiful,0.705234,,[6]
The Body of My Enemy,0.662019,,"[4, 6, 13]"
Pasha,1.049774,,"[6, 4]"
The Gentleman from Epsom,0.551331,,"[3, 4]"
The Great Spy Chase,1.576968,,"[0, 3, 13, 17]"
Taxi for Tobruk,1.951488,,"[10, 6, 18]"
Forbidden Kingdom,5.653476,Viy Collection,"[17, 1, 13, 8]"
"Excuse Me Darling, But Lucas Loved Me",0.072695,,[3]
Stay,2.96721,,[6]
No Distance Left to Run,0.346651,,[5]
Santos,0.153135,,"[8, 0, 3, 15, 14, 9]"
A Patriotic Man,0.366128,,"[6, 3]"
Houdini,3.988645,,"[16, 6, 10]"
A Night for Dying Tigers,0.508032,,"[6, 3]"
June Night,0.384436,,[6]
Fear,0.843535,,[17]
Hedda Gabler,0.389782,,[6]
A Matter of Time,0.079472,,"[6, 8]"
Angele,0.270098,,[6]
Harvest,0.050314,,[6]
The Well-Digger's Daughter,0.090592,,"[6, 14, 3]"
Topaze,0.6505,,[3]
Manon of the Spring,0.499113,The Water of the Hills,[6]
The House on 56th Street,0.136997,,"[10, 6]"
Daughter of Shanghai,0.386572,,"[4, 6, 14]"
Lady Gangster,0.635338,,"[4, 6]"
God Is My Co-Pilot,0.739619,,"[0, 1, 18]"
Danger Signal,0.221643,,"[4, 17, 6]"
The Crooked Way,1.302981,,"[4, 6]"
The Color of Rain,0.727583,,"[16, 6]"
To Grandmother's House We Go,0.909592,,"[7, 1, 3]"
101 Dalmatians II: Patch's London Adventure,10.398905,101 Dalmatians (Animated) Collection,"[2, 7]"
Such a Pretty Little Beach,0.632151,,[6]
Justin Bieber: Never Say Never,5.892524,,"[5, 12, 7]"
Van Wilder: Freshman Year,8.30643,National Lampoon’s Van Wilder Collection,[3]
V,3.330159,V: The Collection,"[6, 15, 0, 1]"
Shriek If You Know What I Did Last Friday the Thirteenth,3.956594,,[3]
Tarzan,8.651247,,"[2, 0, 1, 7]"
Highlander V: The Source,6.06417,Highlander Collection,"[0, 8, 15]"
"North and South, Book I",2.238623,,"[6, 10, 19]"
Seed,1.782765,Seed Collection,[11]
StreetDance 2,5.728471,StreetDance Collection,"[6, 14]"
The Car,3.526676,,"[11, 13]"
The Hungover Games,6.125484,,[3]
Ishq,0.668028,,"[0, 3, 6, 9, 14]"
Nurse 3-D,5.192042,,"[11, 17]"
Wrong Turn 5: Bloodlines,10.556938,Wrong Turn Collection,"[11, 17]"
How The West Was Fun,2.725497,,"[6, 7]"
A Cry in the Wild,0.80227,,"[6, 7]"
Flu,4.522582,,"[0, 6, 15]"
McCullin,0.869409,,[5]
The Fox & the Child,4.625825,,[3]
Lili's Apron,0.002505,,"[6, 3, 14, 9]"
The White Haired Witch of Lunar Kingdom,1.134239,,"[14, 8, 0]"
Kevin Hart: Let Me Explain,11.110533,,"[3, 5]"
"Tad, the Lost Explorer",11.003515,,"[2, 3, 1, 7]"
V: The Final Battle,3.126689,V: The Collection,[15]
Tactical Force,3.015625,,"[0, 17]"
Shark Attack 3: Megalodon,1.093584,Shark.Attack,[11]
Prowl,1.573101,,"[11, 17]"
The Duke of Burgundy,6.509546,,[6]
Red Army,3.898604,,"[5, 10]"
Must Have Been Love,0.420708,,[14]
Shortcut to Happiness,3.201148,,"[8, 6, 3, 15]"
Java Heat,4.601191,,"[0, 4, 6, 17]"
The Sasquatch Gang,1.956502,,"[3, 7]"
Peeples,8.043632,,[3]
Save the Last Dance 2,3.981958,Save The Last Dance Collection,"[6, 7, 14]"
The Skeptic,3.6797,,"[11, 17]"
Room 6,1.126642,,"[11, 17]"
When in Rome,3.732537,,"[0, 1, 3, 6, 7, 14]"
F,2.299942,,"[11, 17]"
The Single Moms Club,12.017861,,"[6, 3]"
Nothing Left to Fear,5.317284,,[11]
Lake Dead,1.104265,,"[11, 17]"
Hansel & Gretel,3.752484,,"[8, 6, 11]"
Nine Lives,0.990855,,[11]
The Power of Few,3.278622,,"[17, 0, 4, 6, 13]"
Unearthed,6.410024,,"[0, 1, 11, 15, 17]"
Private Valentine: Blonde & Dangerous,5.614419,,"[3, 18, 1, 6]"
Gun,2.834545,,"[0, 17]"
Rest Stop: Don't Look Back,2.449903,Rest Stop Collection,[11]
Sabata,1.447975,The Sabata Collection,"[0, 9, 19]"
The Reunion,1.849497,,"[6, 0]"
I Am Ali,3.191386,,[5]
Supermensch: The Legend of Shep Gordon,2.379799,,[5]
Lady Cocoa,0.203476,,"[6, 4, 14, 9]"
It Follows,20.359336,,"[11, 17]"
Take a Girl Like You,0.341527,,"[3, 6, 14]"
The Anomaly,13.860922,,"[17, 0, 15]"
Sinbad: The Fifth Voyage,1.262737,,[8]
The Sarnos: A Life in Dirty Movies,0.321083,,[5]
Sweeney Todd: The Demon Barber of Fleet Street,0.314668,,"[11, 12, 6, 17]"
Touchback,1.609267,,"[6, 7, 8]"
Unit 7,2.977321,,"[6, 0]"
Wishmaster 3: Beyond the Gates of Hell,8.893041,Wishmaster Collection,"[17, 11]"
The Magical Legend of the Leprechauns,2.043987,,"[14, 7, 8]"
Thunderstruck,7.239241,,[3]
The Town that Dreaded Sundown,8.494374,,"[17, 11]"
White Elephant,0.160574,,[6]
Maattrraan,0.59039,,"[0, 14]"
The Tattooist,1.869749,,"[17, 11]"
Leprechaun: Back 2 tha Hood,2.551286,Leprechaun Collection (Original Series),"[11, 3]"
Summer's Blood,1.707129,,"[11, 17]"
The Stranger,1.23558,,"[0, 17]"
No Man's Land: The Rise of Reeker,8.618134,Reeker Collection,"[11, 17]"
The Shortcut,14.596309,,"[13, 11, 17]"
Sometimes They Come Back... Again,2.637369,Sometimes They Come Back Collection,[11]
The Dentist 2: Brace Yourself,1.127098,The Dentist Collection,"[11, 13]"
Highway to Hell,1.80809,,"[8, 0, 3, 15]"
U.F.O.,8.695473,,"[0, 1, 15]"
Little Lord Fauntleroy,6.821649,,"[16, 7, 6]"
Tower of Evil,0.817183,,[11]
The Six Wives of Henry Lefay,10.940348,,[3]
Swinging with the Finkels,1.747904,,"[3, 14]"
The Power and the Glory,0.162939,,"[16, 6]"
The Girl from Nagasaki,1.011966,,[]
Man Exposed,0.221628,,"[3, 6]"
All Fall Down,5.285622,,[6]
Nur über meine Leiche,0.161326,,[3]
Run If You Can,0.165787,,[6]
Someone's Gaze,1.631553,,"[2, 6, 15]"
Time Freak,0.358068,,"[3, 15]"
Above Us Only Sky,1.227323,,[6]
Goodbye to Language,2.662659,,[6]
The Perfect World of Kai,2.880395,,"[12, 2, 6]"
Planet of Dinosaurs,0.858026,,"[15, 17, 0]"
The Berlin File,7.453745,,"[0, 6, 17]"
The Attorney,6.549272,,"[10, 6]"
The Hatchet Man,0.308959,,"[4, 6]"
Die zwölf Geschworenen,0.074898,,"[16, 6, 4]"
The Final Girl,0.37654,,[6]
Dot and the Whale,8e-06,,"[8, 2, 7]"
The Blood of Fu Manchu,0.463793,Fu Manchu Collection,"[1, 4, 11, 15, 17]"
All Things Fall Apart,1.364335,,[6]
Altitude,4.715525,,"[11, 0, 17, 15]"
Carry On Cabby,4.639023,The Carry On Collection,[3]
Carry On Behind,3.463556,The Carry On Collection,[3]
Carry On Cruising,4.866607,The Carry On Collection,[3]
Che!,0.364037,,"[0, 1, 6]"
China Girl,0.180898,,"[14, 4, 6]"
Cops and Robbers,0.018297,,"[0, 3]"
Never a Dull Moment,1.942718,,"[0, 3, 7]"
Cyrus: Mind of a Serial Killer,0.771924,,"[4, 11, 13, 17]"
Memories of My Melancholy Whores,1.467361,,[6]
Get a Horse!,5.418712,,"[2, 7]"
Happy New Year,4.631534,,"[0, 3, 4]"
Bill Burr: Let It Go,1.296848,,[3]
Bill Burr: Why Do I Do This?,1.080121,,[3]
Pride of the Bowery,0.11681,East Side Kids,"[0, 1, 3, 6]"
His Way,0.662728,,[5]
Into the Sun,1.172193,,[]
Jack the Giant Killer,1.565726,,"[0, 8]"
Lost Boundaries,0.108984,,[6]
Elvis and Me,0.908671,,"[16, 6, 12]"
Child of Rage,0.299491,,[]
Christmas Every Day,1.548156,,[7]
Picture This,13.415919,,[3]
Going Straight,0.315423,,"[6, 4]"
Scorned,3.821994,,"[17, 6]"
Mardi Gras: Spring Break,5.886775,,[3]
The Face of Marble,0.162634,,[11]
The Horsemen,0.000844,,"[0, 1, 6]"
The Man Who Shook the Hand of Vicente Fernandez,0.859109,,"[19, 3, 6]"
The Squeeze,1.478446,,"[4, 0, 3]"
The Squeeze,0.404348,,[0]
Journey to the End of the Night,1.352039,,"[6, 17]"
The Bride,5.503779,,"[6, 11, 14]"
Wishmaster 4: The Prophecy Fulfilled,2.637066,Wishmaster Collection,[11]
Will,1.222804,,"[6, 7]"
Lizzie Borden Took An Ax,7.185427,,"[6, 13, 17]"
Tim,7.165079,,"[14, 6]"
Switching Goals,3.152153,,"[3, 7]"
Wrong Side of Town,1.751625,,"[0, 4]"
Snowboard Academy,0.149382,,[3]
The End,2.367002,,"[6, 17]"
The White Buffalo,2.930324,,"[11, 19]"
Shark Attack,0.661772,Shark.Attack,[11]
Killer Movie,1.773237,,"[3, 11]"
Sex and the Single Girl,1.045178,,"[3, 14]"
The Wizard of Gore,6.731577,,[11]
Python,1.764837,,"[3, 11, 15]"
No Thanks,1.50671,,"[6, 3]"
Grave Halloween,8.872865,,"[16, 11]"
At the Devil's Door,4.964202,,[11]
Reaching for the Moon,3.318055,,"[6, 14]"
Beneath the Harvest Sky,7.558162,,[6]
Hotel Very Welcome,0.501029,,"[3, 6, 7, 9, 11]"
Off Beat,1.149831,,[6]
"Love, Money, Love",0.173764,,"[6, 14]"
Garbage Prince,0.0105,,[]
Ator the Iron Warrior,1.691841,Ator Collection,"[1, 0, 8]"
The New Godfathers,0.1907,,[4]
Battle of the Stars,0.357165,,"[15, 0]"
War of the Planets,0.406617,,[15]
The Weight of Elephants,0.189664,,[6]
White Fang and the Hunter,0.06978,,"[19, 1, 6, 7]"
Lisztomania,1.144401,,"[3, 8, 12]"
Super Stooges vs the Wonder Women,0.291053,,"[0, 1, 15, 3, 8]"
Battle of the Amazons,0.159935,,"[8, 0]"
Il tuo dolce corpo da uccidere,0.000844,,"[11, 17]"
The Magnificent Gladiator,0.00124,,"[0, 1, 6]"
Rattlers,0.000578,,[11]
Blablablá,0.006336,,[10]
The Uninvited Guest,2.753646,,"[17, 6, 11, 13]"
Paradise,1.117197,,[14]
The (Dead Mothers) Club,0.363873,,[]
Confessor Caressor,0.000592,,[]
The Studio Murder Mystery,0.001312,,"[3, 13]"
Midnight Mary,0.228547,,"[14, 4, 6]"
Knockout,1.654237,,"[1, 0, 6, 7]"
Goofy Movies Number One,0.14163,,[3]
Bosko's Parlor Pranks,0.001347,,"[3, 2]"
Tapia,0.07896,,[5]
Trapped in the Closet: Chapters 23-33,0.433321,,"[3, 12, 13]"
Three Brave Men,0.370534,,[6]
The Great Gatsby,0.001224,,[6]
Thieves Fall Out,0.339049,,[]
Merlusse,0.358163,,"[6, 3]"
Open Heart,0.177433,,[5]
The Gift of Love,0.05385,,"[14, 6]"
The Loyal 47 Ronin,0.668944,,[6]
This Side of the Law,0.403762,,[4]
The Spiritual Boxer,0.45593,The Spiritual Boxer Collection,"[3, 0]"
Women in the Wind,0.624762,,[1]
The Lone Ranger,0.001707,,[19]
Katt Williams: Priceless: Afterlife,0.476007,,"[16, 3]"
Take a Giant Step,0.447164,,[6]
Pets,0.904194,,[6]
That Girl From Paris,0.125647,,"[12, 3, 14]"
Swedenhielms,0.021164,,[]
Sebastian Maniscalco: What's Wrong with People?,0.110506,,"[16, 3]"
Samurai Vendetta,0.11533,,"[6, 0]"
The Challenge,0.233947,,"[6, 18]"
Newcastle,0.510191,,"[14, 6]"
Mr. Denning Drives North,0.311483,,[6]
The Cheat,0.00567,,[6]
Beautiful Stranger,0.114253,,"[6, 14, 17]"
Without Lying Down: Frances Marion and the Power of Women in Hollywood,0.104882,,[5]
"See You Tomorrow, Everyone",1.270233,,"[3, 6]"
Rebirth,0.37198,,[5]
Skateland,2.150786,,[6]
Stuart Little 3: Call of the Wild,4.014225,Stuart Little Collection,"[8, 2, 3, 15, 7]"
Urban Explorer,1.569303,,"[11, 17]"
The Substitute 2: School's Out,6.643263,The Substitute Collection,"[0, 13, 17]"
Shadow People,3.388843,,[17]
Seventh Moon,7.961566,,[11]
Snow Queen,4.749467,,"[1, 7, 8, 15]"
Sacrifice,6.738661,,[0]
The Old Maid,2.603629,,[6]
Maniac Cop 3: Badge of Silence,2.18104,Maniac Cop Collection,"[0, 1, 11]"
Step By Step,0.222951,,"[4, 6, 13, 17]"
The Get-Away,0.493968,,[4]
Hate Thy Neighbor,0.17341,,"[19, 0, 6]"
Pimp Bullies,1.05862,,"[0, 17, 4]"
Pink Saris,0.041178,,"[5, 9]"
Espacio interior,0.164352,,[6]
The Dancer,0.158252,,"[6, 14]"
Witch's Night Out,0.085039,,"[8, 3, 7]"
Kings Point,0.04353,,[]
The Seventh Sin,1.461728,,[6]
The Green Hornet,0.92288,,"[0, 3]"
Mantle,0.141464,,[]
Onibi: The Fire Within,1.035742,No Good Middle-Aged Yakuza Trilogy,"[17, 6]"
Pickup Alley,0.392625,,"[4, 6]"
Long Day's Journey Into Night,1.046644,,[]
The Golden Hawk,0.67175,,[1]
Summer of the Seventeenth Doll,0.387082,,"[6, 14]"
Too Tough to Die: A Tribute to Johnny Ramone,0.148078,,[5]
The Formula,0.814013,,"[14, 3]"
Without Pity,0.448027,,[6]
Where Do We Go from Here?,0.104985,,[12]
The Man in Possession,0.00119,,[3]
Submarine,0.067138,,"[0, 6]"
Two Loves,0.385559,,[6]
Method to the Madness of Jerry Lewis,1.513452,,[]
The Innocents,0.034341,,[6]
The Four Feathers,0.415178,,"[6, 1]"
Lady Scarface,0.598395,,[4]
Mine Own Executioner,0.551786,,"[17, 6]"
The Green Years,0.475908,,[6]
The Arnelo Affair,0.467517,,"[4, 6]"
Looking Forward,0.572083,,[6]
Passion Flower,0.292069,,[6]
The Beat Generation,0.318002,,[4]
San Quentin,0.220049,,[4]
Pretty Baby,0.065017,,[3]
Made in Romania,0.14258,,"[3, 9]"
Johnny Allegro,0.084702,,[4]
Walk a Crooked Mile,0.959509,,"[4, 6]"
Haunting of the Innocent,1.020566,,"[17, 11]"
The Boys,0.442789,,"[4, 6]"
Tender Scoundrel,1.928445,,"[3, 4]"
Once Before I Die,0.176989,,"[6, 18]"
Jungle Man-Eaters,0.444053,Jungle Jim Collection,[1]
The Kill Hole,0.220524,,[0]
Princess and the Pony,0.522892,,"[6, 7]"
Wicked as They Come,0.522081,,[6]
Night Court,0.144281,,"[4, 6, 17]"
The Littlest Angel,0.498207,,"[2, 7]"
Valley of Head Hunters,0.005018,Jungle Jim Collection,[]
Loose Ankles,0.385938,,"[14, 3]"
Voodoo Tiger,0.002418,Jungle Jim Collection,[]
Sergio,0.006632,,[5]
One Is a Lonely Number,0.0339,,[6]
Somewhere Tonight,0.187489,,[]
Roman Polanski: Odd Man Out,0.325527,,[5]
The Hound of the Baskervilles,1.070263,,"[17, 16, 6, 13]"
Psych:9,1.849045,,"[11, 13, 17]"
Her Best Move,0.98754,,"[3, 6, 7]"
Tarzan and the Amazons,2.164087,Tarzan (Johnny Weissmuller series),"[0, 1, 14]"
The Bone Snatcher,6.123475,,"[15, 11]"
Snow Buddies,5.71765,Disney Buddies Collection,[7]
Trust Me,2.735064,,[3]
The Haunting Hour: Don't Think About It,1.935899,,"[8, 11, 7]"
The Time of Their Lives,1.131386,,"[3, 8]"
The Message,2.208448,,"[6, 17]"
The Gene Generation,3.601497,,"[0, 15]"
The Old Maid,1.364958,,[3]
Spring Is Here,0.159771,,"[14, 3, 12]"
School For All,0.281173,,[3]
The Elephant Man,0.092102,,"[16, 6]"
No Questions Asked,0.109206,,[6]
Sex and Consequences,2.950323,,"[6, 17, 14]"
Riff-Raff,0.436278,,"[6, 17, 1, 3]"
On the Inside,1.407371,,"[6, 17]"
Solomon and Sheba,1.739898,,"[6, 10, 14, 18]"
The Heavy,6.120644,,"[17, 0, 1]"
Water,7.324076,,"[1, 3]"
Ground Control,8.437586,,"[0, 1, 6, 17]"
Guy X,0.639513,,[3]
Perkins' 14,1.18443,,"[11, 17]"
Tell Them Willie Boy Is Here,1.447031,,"[6, 19]"
The Hunters,1.358005,,"[6, 11, 17]"
The Sea Chase,0.891352,,"[0, 6, 18]"
Incubus,1.194126,,[11]
Kevin Hart: Seriously Funny,2.584698,,[3]
Shark Attack 2,0.73047,Shark.Attack,"[11, 0, 17, 9]"
The Reptile,1.420766,,[11]
Last of the Renegades,3.29263,Winnetou Collection,[19]
One Husband Too Many,0.164542,,[3]
Scooby-Doo! Camp Scare,2.138263,,"[2, 3, 7]"
Half of a Yellow Sun,1.015609,,"[14, 6]"
"Hey There, It's Yogi Bear",1.136583,,"[2, 3, 7, 1]"
Top Sensation,0.10465,,[17]
The Sweet Body of Deborah,0.320186,,[]
So Sweet... So Perverse,0.158707,,"[17, 4, 13]"
Men to Kiss,0.251257,,[]
Lille Fridolf Blir Morfar,0.348329,,[]
Beck 28 - Familjen,0.956873,Beck Collection,"[17, 4, 13]"
The Stranger's Return,0.001747,,"[6, 14]"
Weary River,1.16766,,"[14, 6]"
Koran by Heart,0.048765,,[5]
The Affairs of Martha,0.007557,,"[14, 3]"
Night and Day,1e-06,,[6]
Three Night Stand,2.430634,,"[3, 6]"
The Hangman,0.843987,,"[0, 1, 17, 19]"
Beyond the Walls,0.005984,,[6]
Paradise for Three,0.084008,,"[3, 14]"
The Feathered Serpent,0.6921,Charlie Chan (Roland Winters) Collection,"[3, 4, 13]"
You're Only Young Once,0.14977,,"[3, 14]"
In His Father's Shoes,0.48118,,"[6, 7, 16]"
Jim Norton: Please Be Offended,0.191276,,[3]
We Were Dancing,0.058922,,"[3, 14]"
The Secret of Dr. Kildare,1.044495,,[6]
The Sky Dragon,0.267863,Charlie Chan (Roland Winters) Collection,"[1, 3, 4]"
The Man Without a Map,0.425726,,[13]
The Bride Goes Wild,0.107722,,"[3, 14]"
PT 109,1.256573,,"[6, 18]"
Noah's Ark,5.055015,,"[16, 6]"
The Lookout,4.604124,,"[0, 4]"
When A Stranger Calls Back,1.224878,When a Stranger Calls Collection,"[11, 17]"
Mr. Magoo's Christmas Carol,0.972587,,"[2, 3, 7]"
Ritual,2.220049,,"[11, 17]"
Master of the World,1.826348,,"[8, 15]"
Tooth Fairy 2,2.795621,Tooth Fairy Collection,"[3, 7]"
In Name Only,0.839403,,[6]
Love's Kitchen,2.397077,,"[6, 14, 3]"
"Stay Away, Joe",0.144382,,"[0, 3, 6, 12, 14, 19]"
They Call Me Renegade,2.554632,,"[0, 1, 3, 19]"
The Diary of Anne Frank,2.92322,,[6]
Wishcraft,0.623175,,[11]
Knights,0.508868,,"[0, 1, 15]"
The Chatterley Affair,0.392811,,"[16, 6, 14]"
Fanny Hill,0.972227,,[6]
The Suspicions of Mr. Whicher: The Murder at Road Hill House,1.095164,,"[6, 13, 16]"
The Last Wagon,1.209918,,[19]
The Philly Kid,1.768855,,"[6, 0]"
Ping Pong Summer,4.572751,,[3]
Sabretooth,0.711905,,"[11, 15]"
Pride and Prejudice,0.073979,,[6]
Sometimes They Come Back... for More,1.927102,Sometimes They Come Back Collection,[11]
Kid Galahad,1.466483,,"[3, 6, 12]"
The Captains,9.58239,,"[5, 15]"
Homeboy,1.603891,,[6]
Merlin's Apprentice,3.381735,,"[1, 8]"
The Siege of Firebase Gloria,1.683509,,"[0, 6, 18]"
The Bumblebee Flies Anyway,1.719196,,"[6, 14]"
Oasis of the Zombies,1.04865,,[11]
The Land Before Time VII: The Stone of Cold Fire,3.993298,The Land Before Time Collection,"[1, 8, 2, 15, 7]"
The Amazing Dr. Clitterhouse,1.25249,,"[6, 0, 3, 4]"
The Freebie,0.588846,,[6]
The Violent Kind,1.45965,,[11]
Ricky Gervais: Out of England - The Stand-Up Special,1.045271,,[3]
Man of the East,2.124813,,"[3, 19, 0]"
The Desperado Trail,1.975282,Winnetou Collection,"[1, 19]"
Soccer Dog: The Movie,0.111342,,"[3, 7]"
Ice Soldiers,5.113538,,"[0, 15]"
Maniac,0.489892,,[11]
Wild Cherry,5.689825,,[3]
The Key,21.079551,,"[14, 6]"
The Roost,0.76964,,[11]
Sonny Boy,0.985211,,"[6, 14, 18]"
